cidade,estado,latitude,longitude,timestamp,temperatura_max,temperatura_min,prob_chuva_max,prob_chuva_media,prob_chuva_min,quantidade_chuva,sensacao_termica_max,sensacao_termica_min,velocidade_vento_max,direcao_vento,duracao_sol,uv_max
Orleans,Santa Catarina,-28.3572698,-49.2872434,2025-05-12,21.6,6.6,3,0,0,0.0,21.5,5.2,9.7,43,34487.99,4.8
Otacílio Costa,Santa Catarina,-27.4832304,-50.1195204,2025-05-10,20.3,9.2,8,1,0,0.0,18.6,7.5,11.8,232,35656.4,5.4
Otacílio Costa,Santa Catarina,-27.4832304,-50.1195204,2025-05-11,18.6,5.0,0,0,0,0.0,17.9,2.9,8.4,65,35442.5,5.4
Otacílio Costa,Santa Catarina,-27.4832304,-50.1195204,2025-05-12,16.0,6.2,0,0,0,0.0,14.2,4.6,15.5,60,25503.91,4.1
Ouro,Santa Catarina,-27.3389051,-51.6137785,2025-05-10,21.0,10.8,0,0,0,0.0,20.7,10.0,8.9,177,34824.8,5.4
Ouro,Santa Catarina,-27.3389051,-51.6137785,2025-05-11,20.3,7.2,0,0,0,0.0,19.7,6.0,8.2,121,35911.81,5.35
Ouro,Santa Catarina,-27.3389051,-51.6137785,2025-05-12,21.7,11.6,0,0,0,0.0,21.4,10.5,14.4,73,35245.76,5.3
Ouro Verde,Santa Catarina,-26.6941871,-52.3103928,2025-05-10,19.8,11.8,0,0,0,0.0,19.0,10.6,12.7,158,34863.63,5.6
Ouro Verde,Santa Catarina,-26.6941871,-52.3103928,2025-05-11,19.0,10.1,0,0,0,0.0,17.8,8.1,13.3,126,36227.35,5.55
Ouro Verde,Santa Catarina,-26.6941871,-52.3103928,2025-05-12,21.1,10.9,0,0,0,0.0,21.4,9.8,10.8,67,35742.36,5.5
Paial,Santa Catarina,-27.2564715,-52.4998045,2025-05-10,22.3,10.4,0,0,0,0.0,22.5,9.9,7.0,157,34463.96,5.4
Paial,Santa Catarina,-27.2564715,-52.4998045,2025-05-11,21.0,7.4,0,0,0,0.0,20.3,6.4,10.8,148,36142.75,5.35
Paial,Santa Catarina,-27.2564715,-52.4998045,2025-05-12,22.1,10.2,0,0,0,0.0,22.9,9.3,8.8,138,35893.36,5.3
Painel,Santa Catarina,-27.9214849,-50.0994933,2025-05-10,17.9,7.5,8,0,0,0.0,16.3,5.8,12.9,200,35690.13,5.45
Painel,Santa Catarina,-27.9214849,-50.0994933,2025-05-11,17.5,5.5,0,0,0,0.0,17.2,3.4,9.4,110,35149.16,5.4
Painel,Santa Catarina,-27.9214849,-50.0994933,2025-05-12,15.4,5.2,0,0,0,0.0,12.7,2.9,18.9,53,34957.78,5.3
Palhoça,Santa Catarina,-27.6447774,-48.6646323,2025-05-10,23.9,20.3,65,7,0,0.7,25.3,19.9,21.2,177,34662.36,5.15
Palhoça,Santa Catarina,-27.6447774,-48.6646323,2025-05-11,22.0,18.0,3,0,0,0.0,21.3,18.1,23.2,184,35414.03,5.1
Palhoça,Santa Catarina,-27.6447774,-48.6646323,2025-05-12,22.1,16.7,8,3,0,0.2,23.0,16.8,9.4,155,32694.82,3.65
Palma Sola,Santa Catarina,-26.3482487,-53.2775974,2025-05-10,19.3,12.4,0,0,0,0.0,18.3,11.1,15.3,163,35700.16,5.6
Palma Sola,Santa Catarina,-26.3482487,-53.2775974,2025-05-11,19.1,9.3,0,0,0,0.0,18.1,7.4,13.9,135,36339.01,5.6
Palma Sola,Santa Catarina,-26.3482487,-53.2775974,2025-05-12,20.0,10.7,3,0,0,0.0,20.4,9.4,14.2,62,36007.96,5.55
Palmeira,Santa Catarina,-27.5797981,-50.1589086,2025-05-10,20.2,7.9,8,1,0,0.0,18.6,6.3,12.0,237,35639.71,5.4
Palmeira,Santa Catarina,-27.5797981,-50.1589086,2025-05-11,18.7,3.9,0,0,0,0.0,18.1,1.8,8.4,77,35510.44,5.35
Palmeira,Santa Catarina,-27.5797981,-50.1589086,2025-05-12,16.1,4.7,0,0,0,0.0,14.2,2.8,16.8,68,28706.59,4.25
Palmitos,Santa Catarina,-27.0711023,-53.1596594,2025-05-10,21.9,11.4,0,0,0,0.0,22.2,10.7,9.4,187,34896.62,5.4
Palmitos,Santa Catarina,-27.0711023,-53.1596594,2025-05-11,21.4,10.1,0,0,0,0.0,21.1,9.1,10.0,128,36171.04,5.35
Palmitos,Santa Catarina,-27.0711023,-53.1596594,2025-05-12,22.2,10.0,0,0,0,0.0,22.9,9.1,11.2,101,36097.11,5.3
Papanduva,Santa Catarina,-26.4085449,-50.1424094,2025-05-10,20.4,12.3,85,9,0,6.3,20.2,11.8,10.2,168,35707.46,5.55
Papanduva,Santa Catarina,-26.4085449,-50.1424094,2025-05-11,19.3,7.0,3,0,0,0.0,18.6,5.2,10.5,115,35304.73,5.5
Papanduva,Santa Catarina,-26.4085449,-50.1424094,2025-05-12,17.2,7.5,0,0,0,0.0,16.7,6.3,12.3,100,14987.38,3.4
Paraíso,Santa Catarina,-26.6184407,-53.675144,2025-05-10,21.2,12.3,0,0,0,0.0,20.7,11.3,12.8,157,34698.21,5.5
Paraíso,Santa Catarina,-26.6184407,-53.675144,2025-05-11,20.7,9.0,0,0,0,0.0,19.9,7.5,12.2,131,36283.34,5.45
Paraíso,Santa Catarina,-26.6184407,-53.675144,2025-05-12,22.9,10.2,0,0,0,0.0,23.8,9.2,9.9,81,35534.88,5.45
Passo de Torres,Santa Catarina,-29.325393,-49.7218979,2025-05-10,24.4,16.8,5,0,0,0.0,24.0,16.1,15.7,210,35052.36,5.0
Passo de Torres,Santa Catarina,-29.325393,-49.7218979,2025-05-11,20.5,15.7,5,0,0,0.0,19.2,15.7,16.6,204,34428.44,4.9
Passo de Torres,Santa Catarina,-29.325393,-49.7218979,2025-05-12,21.3,13.8,3,0,0,0.0,21.4,13.9,15.0,34,33576.0,4.85
Passos Maia,Santa Catarina,-26.7806434,-52.0611058,2025-05-10,20.0,10.5,0,0,0,0.0,19.4,9.3,13.4,150,35083.96,5.55
Passos Maia,Santa Catarina,-26.7806434,-52.0611058,2025-05-11,19.9,7.0,0,0,0,0.0,18.6,4.9,12.9,114,36255.38,5.5
Passos Maia,Santa Catarina,-26.7806434,-52.0611058,2025-05-12,21.0,11.7,0,0,0,0.0,20.6,9.7,17.7,57,35692.99,5.45
Paulo Lopes,Santa Catarina,-27.964968,-48.6830299,2025-05-10,24.3,13.5,65,7,0,0.1,25.2,12.6,15.1,210,35348.89,5.15
Paulo Lopes,Santa Catarina,-27.964968,-48.6830299,2025-05-11,21.8,12.6,3,0,0,0.0,21.1,10.8,16.2,222,35311.11,5.1
Paulo Lopes,Santa Catarina,-27.964968,-48.6830299,2025-05-12,21.7,11.0,8,3,0,0.0,22.6,10.0,8.4,345,35017.06,4.25
Pedras Grandes,Santa Catarina,-28.4357866,-49.1864128,2025-05-10,23.4,12.7,8,1,0,0.0,24.5,12.5,15.5,214,33460.95,5.1
Pedras Grandes,Santa Catarina,-28.4357866,-49.1864128,2025-05-11,20.9,10.4,3,0,0,0.0,19.7,8.9,16.3,220,35193.27,5.0
Pedras Grandes,Santa Catarina,-28.4357866,-49.1864128,2025-05-12,22.3,9.1,3,0,0,0.0,21.9,8.2,12.5,38,35061.89,4.8
Penha,Santa Catarina,-26.775418,-48.6465251,2025-05-10,25.3,18.9,90,18,0,3.2,27.9,20.2,12.0,183,33377.3,4.6
Penha,Santa Catarina,-26.775418,-48.6465251,2025-05-11,23.7,14.4,8,1,0,0.0,24.5,14.9,15.5,168,35466.65,5.05
Penha,Santa Catarina,-26.775418,-48.6465251,2025-05-12,20.7,13.4,30,10,2,0.1,22.4,13.2,6.6,192,22021.51,4.75
Peritiba,Santa Catarina,-27.3736365,-51.9050311,2025-05-10,21.7,12.5,0,0,0,0.0,21.8,11.9,8.0,155,34689.61,5.4
Peritiba,Santa Catarina,-27.3736365,-51.9050311,2025-05-11,20.9,7.2,0,0,0,0.0,20.4,6.1,9.7,131,35999.42,5.35
Peritiba,Santa Catarina,-27.3736365,-51.9050311,2025-05-12,22.9,9.6,0,0,0,0.0,23.3,8.8,9.6,111,35207.01,5.3
Pescaria Brava,Santa Catarina,-28.3845591,-48.8658054,2025-05-10,23.9,17.6,3,0,0,0.1,24.0,18.6,17.7,219,32993.68,5.1
Pescaria Brava,Santa Catarina,-28.3845591,-48.8658054,2025-05-11,21.1,16.3,5,1,0,0.0,19.6,15.5,19.3,226,35267.66,5.0
Pescaria Brava,Santa Catarina,-28.3845591,-48.8658054,2025-05-12,22.0,14.6,5,1,0,0.0,22.0,14.6,14.5,34,34834.45,4.8
Petrolândia,Santa Catarina,-27.5329615,-49.6984597,2025-05-10,23.6,10.4,60,4,0,0.0,23.9,9.0,6.1,270,35428.45,5.3
Petrolândia,Santa Catarina,-27.5329615,-49.6984597,2025-05-11,21.7,6.4,0,0,0,0.0,21.9,4.5,6.5,100,35158.38,5.3
Petrolândia,Santa Catarina,-27.5329615,-49.6984597,2025-05-12,19.6,6.1,0,0,0,0.0,19.2,4.5,10.7,101,24946.35,3.4
Pinhalzinho,Santa Catarina,-26.852586,-52.9872478,2025-05-10,21.4,14.3,0,0,0,0.0,21.1,13.4,10.4,180,33741.54,5.45
Pinhalzinho,Santa Catarina,-26.852586,-52.9872478,2025-05-11,20.5,10.4,0,0,0,0.0,20.1,9.3,10.9,142,36227.35,5.45
Pinhalzinho,Santa Catarina,-26.852586,-52.9872478,2025-05-12,22.1,11.0,0,0,0,0.0,23.0,10.2,10.5,67,36154.23,5.4
Pinheiro Preto,Santa Catarina,-27.0457296,-51.2296306,2025-05-10,20.5,10.6,0,0,0,0.0,20.1,9.6,9.6,201,33539.28,5.45
Pinheiro Preto,Santa Catarina,-27.0457296,-51.2296306,2025-05-11,20.1,5.3,0,0,0,0.0,19.4,3.7,7.6,82,35818.9,5.45
Pinheiro Preto,Santa Catarina,-27.0457296,-51.2296306,2025-05-12,21.1,10.8,0,0,0,0.0,20.1,9.7,15.6,52,35671.94,5.4
Piratuba,Santa Catarina,-27.4215816,-51.7822762,2025-05-10,21.6,12.0,0,0,0,0.0,21.6,11.4,8.0,174,34943.83,5.35
Piratuba,Santa Catarina,-27.4215816,-51.7822762,2025-05-11,21.0,7.4,0,0,0,0.0,20.5,6.3,8.4,124,35892.96,5.3
Piratuba,Santa Catarina,-27.4215816,-51.7822762,2025-05-12,22.7,11.2,0,0,0,0.0,22.6,10.3,12.4,81,35219.02,5.3
Planalto Alegre,Santa Catarina,-27.0721133,-52.8667023,2025-05-10,21.5,12.3,0,0,0,0.0,21.2,11.3,9.4,167,34319.02,5.45
Planalto Alegre,Santa Catarina,-27.0721133,-52.8667023,2025-05-11,20.4,9.4,0,0,0,0.0,19.3,8.2,11.9,116,36171.03,5.4
Planalto Alegre,Santa Catarina,-27.0721133,-52.8667023,2025-05-12,22.3,11.8,0,0,0,0.0,22.8,10.9,10.3,78,36097.12,5.35
Pomerode,Santa Catarina,-26.7356218,-49.1770095,2025-05-10,25.8,16.5,88,20,0,1.9,28.4,17.8,7.8,248,35255.0,5.15
Pomerode,Santa Catarina,-26.7356218,-49.1770095,2025-05-11,23.3,12.3,8,1,0,0.0,24.5,12.2,10.9,74,35318.74,5.2
Pomerode,Santa Catarina,-26.7356218,-49.1770095,2025-05-12,19.7,10.9,30,12,0,0.0,21.9,10.6,4.0,280,21331.45,4.55
Ponte Alta,Santa Catarina,-27.483497,-50.376404,2025-05-10,19.9,8.9,8,0,0,0.0,18.8,7.3,11.4,235,35086.25,5.45
Ponte Alta,Santa Catarina,-27.483497,-50.376404,2025-05-11,19.0,5.5,0,0,0,0.0,18.2,3.6,9.2,83,35652.48,5.4
Ponte Alta,Santa Catarina,-27.483497,-50.376404,2025-05-12,16.4,7.5,0,0,0,0.0,14.5,6.1,17.0,69,31661.62,3.75
Ponte Alta do Norte,Santa Catarina,-27.1626096,-50.4684028,2025-05-10,19.0,9.8,28,2,0,0.0,17.8,8.4,11.3,215,34273.84,5.5
Ponte Alta do Norte,Santa Catarina,-27.1626096,-50.4684028,2025-05-11,18.4,7.1,0,0,0,0.0,17.3,5.0,10.9,88,35773.05,5.45
Ponte Alta do Norte,Santa Catarina,-27.1626096,-50.4684028,2025-05-12,16.2,8.6,3,0,0,0.0,14.6,7.1,16.9,68,35028.26,3.15
Ponte Serrada,Santa Catarina,-26.8708566,-52.0164089,2025-05-10,18.5,10.2,0,0,0,0.0,17.8,8.8,12.5,154,34905.24,5.55
Ponte Serrada,Santa Catarina,-26.8708566,-52.0164089,2025-05-11,18.4,6.6,0,0,0,0.0,16.9,4.5,12.1,115,36227.35,5.5
Ponte Serrada,Santa Catarina,-26.8708566,-52.0164089,2025-05-12,19.5,10.5,0,0,0,0.0,18.8,8.6,16.5,51,35590.88,5.5
Porto Belo,Santa Catarina,-27.1542415,-48.5424395,2025-05-10,25.0,19.0,85,14,0,2.1,27.6,20.2,14.5,164,33076.7,5.2
Porto Belo,Santa Catarina,-27.1542415,-48.5424395,2025-05-11,23.2,16.4,5,0,0,0.0,23.2,17.3,18.5,175,35426.57,5.15
Porto Belo,Santa Catarina,-27.1542415,-48.5424395,2025-05-12,21.5,14.3,19,6,0,0.0,22.3,13.9,10.1,179,29584.5,4.7
Porto União,Santa Catarina,-26.2336416,-51.082771,2025-05-10,22.2,9.0,88,8,0,0.4,22.3,7.9,8.8,180,35074.84,5.6
Porto União,Santa Catarina,-26.2336416,-51.082771,2025-05-11,20.1,4.0,3,0,0,0.0,18.7,1.7,13.7,119,36291.45,5.55
Porto União,Santa Catarina,-26.2336416,-51.082771,2025-05-12,19.2,11.5,3,0,0,0.0,18.4,10.4,14.0,90,25715.24,5.5
Pouso Redondo,Santa Catarina,-27.2567443,-49.9331593,2025-05-10,24.2,10.8,60,4,0,0.0,24.4,9.8,6.9,244,35566.82,5.35
Pouso Redondo,Santa Catarina,-27.2567443,-49.9331593,2025-05-11,21.6,7.8,0,0,0,0.0,21.6,6.6,6.6,89,35360.98,5.3
Pouso Redondo,Santa Catarina,-27.2567443,-49.9331593,2025-05-12,17.9,8.5,0,0,0,0.0,19.0,7.4,4.5,160,21377.04,3.15
Praia Grande,Santa Catarina,-29.1967451,-49.9491133,2025-05-10,24.5,14.1,3,0,0,0.1,25.3,13.1,10.2,202,35107.04,5.0
Praia Grande,Santa Catarina,-29.1967451,-49.9491133,2025-05-11,20.6,13.3,3,0,0,0.0,19.9,12.6,11.9,219,34909.96,4.75
Praia Grande,Santa Catarina,-29.1967451,-49.9491133,2025-05-12,21.7,10.5,5,1,0,0.0,22.1,9.4,10.4,351,33371.12,4.85
Presidente Castello Branco,Santa Catarina,-27.2217868,-51.8089482,2025-05-10,20.8,12.7,0,0,0,0.0,21.0,11.6,8.4,167,34947.32,5.4
Presidente Castello Branco,Santa Catarina,-27.2217868,-51.8089482,2025-05-11,20.4,7.0,0,0,0,0.0,19.7,5.6,8.8,108,35911.22,5.35
Presidente Castello Branco,Santa Catarina,-27.2217868,-51.8089482,2025-05-12,22.0,11.4,0,0,0,0.0,22.1,10.6,12.3,75,35234.16,5.3
Presidente Getúlio,Santa Catarina,-27.0426247,-49.6210429,2025-05-10,24.7,12.0,85,11,0,1.0,25.1,12.0,7.8,253,35580.0,5.25
Presidente Getúlio,Santa Catarina,-27.0426247,-49.6210429,2025-05-11,22.4,5.6,3,0,0,0.0,21.9,4.0,10.8,73,35230.67,5.25
Presidente Getúlio,Santa Catarina,-27.0426247,-49.6210429,2025-05-12,19.0,8.4,6,1,0,0.0,19.6,7.4,6.2,74,20692.35,2.85
Presidente Nereu,Santa Catarina,-27.278277,-49.3890424,2025-05-10,23.8,11.1,78,11,0,1.0,23.9,10.9,7.8,253,35580.0,5.3
Presidente Nereu,Santa Catarina,-27.278277,-49.3890424,2025-05-11,21.5,4.7,8,1,0,0.0,20.7,2.9,10.8,73,35230.67,5.25
Presidente Nereu,Santa Catarina,-27.278277,-49.3890424,2025-05-12,18.1,7.5,7,2,0,0.0,18.4,6.3,6.2,74,20692.35,3.1
Princesa,Santa Catarina,-26.4452737,-53.599913,2025-05-10,21.0,13.2,0,0,0,0.0,20.3,12.1,14.0,148,35082.56,5.2
Princesa,Santa Catarina,-26.4452737,-53.599913,2025-05-11,20.5,9.5,0,0,0,0.0,19.6,8.2,12.6,121,36311.21,5.55
Princesa,Santa Catarina,-26.4452737,-53.599913,2025-05-12,22.7,10.4,0,0,0,0.0,23.8,9.5,10.7,60,35549.68,5.5
Quilombo,Santa Catarina,-26.7253683,-52.7193084,2025-05-10,22.6,13.9,0,0,0,0.0,22.6,13.6,9.4,189,33571.32,5.45
Quilombo,Santa Catarina,-26.7253683,-52.7193084,2025-05-11,21.7,7.9,0,0,0,0.0,21.3,6.9,10.2,124,36227.35,5.45
Quilombo,Santa Catarina,-26.7253683,-52.7193084,2025-05-12,23.4,10.8,0,0,0,0.0,24.2,10.1,9.7,66,36154.23,5.4
Rancho Queimado,Santa Catarina,-27.6727911,-49.0124197,2025-05-10,20.8,10.4,43,3,0,0.0,20.3,9.2,9.7,225,35331.19,5.3
Rancho Queimado,Santa Catarina,-27.6727911,-49.0124197,2025-05-11,18.2,6.6,3,0,0,0.0,17.4,4.8,7.8,183,35313.56,5.25
Rancho Queimado,Santa Catarina,-27.6727911,-49.0124197,2025-05-12,16.5,5.1,2,0,0,0.0,15.3,2.8,11.1,107,31904.53,3.65
Rio das Antas,Santa Catarina,-26.8998189,-51.0748324,2025-05-10,19.7,9.6,5,0,0,0.0,19.2,8.3,9.5,210,34090.78,5.5
Rio das Antas,Santa Catarina,-26.8998189,-51.0748324,2025-05-11,19.5,4.7,0,0,0,0.0,18.5,2.8,8.2,89,35958.4,5.45
Rio das Antas,Santa Catarina,-26.8998189,-51.0748324,2025-05-12,20.2,9.8,0,0,0,0.0,18.6,8.6,15.6,54,35810.56,5.4
Rio do Campo,Santa Catarina,-26.946807,-50.1412936,2025-05-10,22.4,10.8,78,7,0,0.1,22.3,9.6,8.0,244,35721.71,5.45
Rio do Campo,Santa Catarina,-26.946807,-50.1412936,2025-05-11,19.6,7.1,0,0,0,0.0,19.1,5.1,8.2,86,35503.77,5.35
Rio do Campo,Santa Catarina,-26.946807,-50.1412936,2025-05-12,16.1,9.8,0,0,0,0.0,16.3,9.2,6.6,165,19508.72,2.55
Rio do Oeste,Santa Catarina,-27.193267,-49.7984595,2025-05-10,24.0,12.9,78,11,0,0.1,24.3,11.9,7.2,249,35510.13,5.35
Rio do Oeste,Santa Catarina,-27.193267,-49.7984595,2025-05-11,21.8,7.5,8,1,0,0.0,22.0,6.0,7.7,76,35390.28,5.3
Rio do Oeste,Santa Catarina,-27.193267,-49.7984595,2025-05-12,18.6,8.4,7,2,0,0.0,19.8,7.6,3.8,99,20825.79,3.4
Rio do Sul,Santa Catarina,-27.2162607,-49.643654,2025-05-10,24.1,11.4,78,11,0,1.0,24.3,11.3,7.8,253,35580.0,5.35
Rio do Sul,Santa Catarina,-27.2162607,-49.643654,2025-05-11,21.8,5.0,8,1,0,0.0,21.1,3.3,10.8,73,35230.67,5.3
Rio do Sul,Santa Catarina,-27.2162607,-49.643654,2025-05-12,18.4,7.8,7,2,0,0.0,18.9,6.7,6.2,74,20692.35,3.4
Rio dos Cedros,Santa Catarina,-26.739777,-49.271828,2025-05-10,25.7,16.4,88,20,0,1.9,28.3,17.7,7.8,248,35255.0,5.15
Rio dos Cedros,Santa Catarina,-26.739777,-49.271828,2025-05-11,23.2,12.2,8,1,0,0.0,24.4,12.2,10.9,74,35318.74,5.2
Rio dos Cedros,Santa Catarina,-26.739777,-49.271828,2025-05-12,19.6,10.8,30,12,0,0.0,21.8,10.5,4.0,280,21331.45,4.55
Rio Fortuna,Santa Catarina,-28.1335539,-49.1048223,2025-05-10,23.4,13.3,30,2,0,0.1,24.1,12.7,14.4,224,33275.23,5.1
Rio Fortuna,Santa Catarina,-28.1335539,-49.1048223,2025-05-11,20.0,9.7,3,0,0,0.0,19.0,7.7,15.7,233,35222.27,5.05
Rio Fortuna,Santa Catarina,-28.1335539,-49.1048223,2025-05-12,21.4,8.1,0,0,0,0.0,21.5,6.7,12.1,40,35183.98,4.35
Rio Negrinho,Santa Catarina,-26.259075,-49.517746,2025-05-10,21.6,13.6,98,24,0,10.0,21.8,14.0,8.8,181,33294.32,5.55
Rio Negrinho,Santa Catarina,-26.259075,-49.517746,2025-05-11,19.5,10.9,5,1,0,0.0,18.9,10.8,13.4,109,32933.62,5.5
Rio Negrinho,Santa Catarina,-26.259075,-49.517746,2025-05-12,16.5,10.6,3,0,0,0.0,15.6,10.0,13.4,110,12380.2,1.65
Rio Rufino,Santa Catarina,-27.861691,-49.7806323,2025-05-10,21.1,6.7,15,1,0,0.0,20.5,4.8,8.4,215,35610.41,5.4
Rio Rufino,Santa Catarina,-27.861691,-49.7806323,2025-05-11,18.6,4.1,5,0,0,0.0,17.8,1.8,7.4,94,35255.02,5.35
Rio Rufino,Santa Catarina,-27.861691,-49.7806323,2025-05-12,16.6,3.3,0,0,0,0.0,15.2,1.1,13.4,70,34592.18,4.4
Riqueza,Santa Catarina,-27.0697574,-53.3225281,2025-05-10,23.1,13.1,0,0,0,0.0,23.6,13.3,9.2,167,34834.08,5.1
Riqueza,Santa Catarina,-27.0697574,-53.3225281,2025-05-11,22.3,9.1,0,0,0,0.0,22.5,8.8,10.5,138,36171.04,5.35
Riqueza,Santa Catarina,-27.0697574,-53.3225281,2025-05-12,23.5,10.9,0,0,0,0.0,24.6,10.6,11.2,102,35523.54,5.3
Rodeio,Santa Catarina,-26.9233304,-49.3685354,2025-05-10,25.6,16.4,85,11,0,1.9,28.2,17.6,7.8,248,35255.0,5.25
Rodeio,Santa Catarina,-26.9233304,-49.3685354,2025-05-11,23.2,12.2,3,0,0,0.0,24.3,12.1,10.9,74,35318.74,5.25
Rodeio,Santa Catarina,-26.9233304,-49.3685354,2025-05-12,19.6,10.7,6,1,0,0.0,21.8,10.4,4.0,280,21331.45,4.5
Romelândia,Santa Catarina,-26.6783317,-53.3189986,2025-05-10,22.3,14.7,0,0,0,0.0,22.3,13.9,11.2,166,34629.72,5.15
Romelândia,Santa Catarina,-26.6783317,-53.3189986,2025-05-11,21.5,9.2,0,0,0,0.0,21.1,8.2,10.8,122,36283.34,5.45
Romelândia,Santa Catarina,-26.6783317,-53.3189986,2025-05-12,24.0,9.5,0,0,0,0.0,25.8,8.6,7.3,76,36198.89,5.45
Salete,Santa Catarina,-26.9841891,-50.0076205,2025-05-10,23.5,11.0,60,4,0,0.1,23.4,10.0,7.6,256,35642.3,5.4
Salete,Santa Catarina,-26.9841891,-50.0076205,2025-05-11,20.7,6.8,0,0,0,0.0,20.6,5.1,8.0,52,35430.28,5.35
Salete,Santa Catarina,-26.9841891,-50.0076205,2025-05-12,17.0,9.7,0,0,0,0.0,17.6,9.7,5.2,150,16716.08,4.5
Saltinho,Santa Catarina,-26.604932,-53.057763,2025-05-10,20.6,14.0,3,0,0,0.0,20.0,13.0,11.2,153,34533.12,5.15
Saltinho,Santa Catarina,-26.604932,-53.057763,2025-05-11,19.7,11.5,0,0,0,0.0,19.1,10.1,11.3,122,36283.34,5.5
Saltinho,Santa Catarina,-26.604932,-53.057763,2025-05-12,21.9,11.6,0,0,0,0.0,22.5,10.7,10.5,70,36211.03,5.45
Salto Veloso,Santa Catarina,-26.9071647,-51.406771,2025-05-10,19.1,10.8,8,0,0,0.0,18.6,10.0,10.0,196,33796.14,5.5
Salto Veloso,Santa Catarina,-26.9071647,-51.406771,2025-05-11,18.5,7.6,0,0,0,0.0,17.5,5.6,9.0,80,36022.91,5.45
Salto Veloso,Santa Catarina,-26.9071647,-51.406771,2025-05-12,19.4,10.3,0,0,0,0.0,18.4,9.1,16.0,48,35871.6,5.4
Sangão,Santa Catarina,-28.6397512,-49.1266106,2025-05-10,23.4,13.5,8,1,0,0.0,25.1,13.4,13.7,221,34378.07,5.05
Sangão,Santa Catarina,-28.6397512,-49.1266106,2025-05-11,20.4,11.8,3,0,0,0.0,19.4,10.4,14.3,226,35148.7,4.95
Sangão,Santa Catarina,-28.6397512,-49.1266106,2025-05-12,22.4,9.6,3,0,0,0.0,21.9,8.8,12.1,39,35109.77,4.8
Santa Cecília,Santa Catarina,-26.9658952,-50.4182571,2025-05-10,18.2,8.4,50,3,0,0.1,17.4,6.6,12.7,209,34009.68,5.55
Santa Cecília,Santa Catarina,-26.9658952,-50.4182571,2025-05-11,16.8,6.6,0,0,0,0.0,15.1,4.2,11.9,116,35920.68,5.5
Santa Cecília,Santa Catarina,-26.9658952,-50.4182571,2025-05-12,15.4,7.8,0,0,0,0.0,13.8,5.7,18.0,61,31637.87,3.25
Santa Helena,Santa Catarina,-26.9388476,-53.6194274,2025-05-10,20.8,13.1,0,0,0,0.0,20.7,11.7,10.1,155,34909.79,5.4
Santa Helena,Santa Catarina,-26.9388476,-53.6194274,2025-05-11,19.9,11.6,0,0,0,0.0,19.4,9.8,10.7,119,36199.23,5.4
Santa Helena,Santa Catarina,-26.9388476,-53.6194274,2025-05-12,21.7,12.0,0,0,0,0.0,22.9,11.1,9.6,83,34795.19,5.35
Santa Rosa de Lima,Santa Catarina,-28.0404239,-49.1280356,2025-05-10,23.0,13.8,30,2,0,0.4,24.3,12.7,11.5,211,34349.34,5.15
Santa Rosa de Lima,Santa Catarina,-28.0404239,-49.1280356,2025-05-11,19.7,8.5,3,0,0,0.0,18.8,6.6,12.3,231,35236.71,5.05
Santa Rosa de Lima,Santa Catarina,-28.0404239,-49.1280356,2025-05-12,21.3,6.2,0,0,0,0.0,20.9,4.4,10.1,52,35198.62,4.05
Santa Rosa do Sul,Santa Catarina,-29.1354955,-49.7154188,2025-05-10,24.6,14.2,5,0,0,0.1,25.5,13.3,10.2,202,35136.42,5.0
Santa Rosa do Sul,Santa Catarina,-29.1354955,-49.7154188,2025-05-11,20.7,13.4,5,0,0,0.0,20.1,12.8,11.9,219,34939.96,4.75
Santa Rosa do Sul,Santa Catarina,-29.1354955,-49.7154188,2025-05-12,21.8,10.7,3,0,0,0.0,22.3,9.6,10.4,351,33430.61,4.85
Santa Terezinha,Santa Catarina,-26.7813,-50.009017,2025-05-10,22.0,10.9,78,7,0,3.3,22.1,10.0,7.9,208,35599.41,5.45
Santa Terezinha,Santa Catarina,-26.7813,-50.009017,2025-05-11,19.7,5.0,0,0,0,0.0,19.0,3.1,9.2,150,35211.89,5.4
Santa Terezinha,Santa Catarina,-26.7813,-50.009017,2025-05-12,17.0,8.0,0,0,0,0.0,17.1,6.9,7.7,160,13525.84,2.25
Santa Terezinha do Progresso,Santa Catarina,-26.6197384,-53.1986638,2025-05-10,22.3,14.3,0,0,0,0.0,22.2,13.7,11.2,163,34678.8,5.1
Santa Terezinha do Progresso,Santa Catarina,-26.6197384,-53.1986638,2025-05-11,21.4,8.7,0,0,0,0.0,21.1,7.6,11.1,115,36283.34,5.4
Santa Terezinha do Progresso,Santa Catarina,-26.6197384,-53.1986638,2025-05-12,23.9,10.5,0,0,0,0.0,25.3,9.7,8.6,82,36096.45,5.4
Santiago do Sul,Santa Catarina,-26.6346323,-52.6753323,2025-05-10,22.6,11.0,0,0,0,0.0,22.4,10.6,10.6,166,35070.07,5.45
Santiago do Sul,Santa Catarina,-26.6346323,-52.6753323,2025-05-11,21.9,7.1,0,0,0,0.0,21.4,5.8,10.9,119,36255.38,5.45
Santiago do Sul,Santa Catarina,-26.6346323,-52.6753323,2025-05-12,23.8,11.4,0,0,0,0.0,24.6,10.6,10.8,74,35828.79,5.4
Santo Amaro da Imperatriz,Santa Catarina,-27.6865324,-48.7769405,2025-05-10,25.0,17.5,65,7,0,0.1,26.9,18.2,15.1,167,34343.36,5.15
